,mon,cust_no,sex,age_flg,state,mem_tf_flg,batch_pass_dt,last_sell_dt,last_pass_dt,pack_flg,sell_amt,sell_cnt,sell_qty,basket_size,beauty_amt,beauty_cnt,beauty_qty,personal_amt,personal_cnt,personal_qty,health_amt,health_cnt,health_qty,living_amt,living_cnt,living_qty,etc1_amt,etc1_cnt,etc1_qty,b_wellnature_amt,b_wellnature_cnt,b_wellnature_qty,b_esroom_amt,b_esroom_cnt,b_esroom_qty,b_arrenbio_amt,b_arrenbio_cnt,b_arrenbio_qty,p_wellmate_amt,p_wellmate_cnt,p_wellmate_qty,p_wellmoplus_amt,p_wellmoplus_cnt,p_wellmoplus_qty,h_wellseed_amt,h_wellseed_cnt,h_wellseed_qty,h_health_amt,h_health_cnt,h_health_qty,h_litefit_amt,h_litefit_cnt,h_litefit_qty,h_wellmoplus_amt,h_wellmoplus_cnt,h_wellmoplus_qty,l_livingmate_amt,l_livingmate_cnt,l_livingmate_qty,l_tissue_amt,l_tissue_cnt,l_tissue_qty,l_dtc_amt,l_dtc_cnt,l_dtc_qty,l_spad_amt,l_spad_cnt,l_spad_qty,e_cprod_amt,e_cprod_cnt,e_cprod_qty,sell_class_1,sell_class_2,main_class_1,main_class_2,main_day,sell_cycle,r_score,f_score,m_score,rfm_score,rfm_grade,cust_grade,target_value
0,202103,c01002  ,2,40대,경기,N,999.0,20210310,22.0,,2281600.0,8,158.0,285200.0,216000.0,2.0,10.0,54000.0,1.0,4.0,1698000.0,6.0,32.0,277600.0,3.0,105.0,36000.0,2.0,7.0,,,,216000.0,1.0,6.0,0.0,2.0,4.0,54000.0,1.0,4.0,,,,737000.0,6.0,25.0,926000.0,3.0,5.0,35000.0,2.0,2.0,,,,72000.0,1.0,2.0,116500.0,2.0,13.0,,,,,,,,,,5,8.0,03,0301,2,21.142857142857142,80,100,100,92.83177667225556,1,1,0
1,202103,c01027  ,1,40대,경기,N,0.0,20210316,16.0,,1122100.0,8,49.0,140262.5,223500.0,3.0,9.0,80000.0,2.0,5.0,510000.0,6.0,16.0,308600.0,3.0,19.0,,,,30000.0,1.0,2.0,158000.0,2.0,4.0,35500.0,1.0,3.0,80000.0,2.0,5.0,,,,384000.0,5.0,12.0,,,,126000.0,4.0,4.0,,,,28800.0,1.0,1.0,17000.0,1.0,1.0,,,,,,,,,,4,8.0,03,0301,1,22.0,80,100,80,86.17738760127533,2,1,0
2,202103,c01029  ,2,40대,경기,N,0.0,20210330,2.0,,1133450.0,8,71.0,141681.25,217600.0,3.0,11.0,47500.0,5.0,6.0,664000.0,7.0,22.0,168700.0,5.0,21.0,35650.0,2.0,11.0,15000.0,1.0,1.0,192000.0,2.0,6.0,10600.0,1.0,4.0,47500.0,5.0,6.0,,,,664000.0,7.0,21.0,,,,0.0,1.0,1.0,,,,50400.0,1.0,1.0,113500.0,4.0,10.0,,,,,,,3850.0,1.0,1.0,5,9.0,03,0301,1,24.0,100,100,80,92.83177667225556,1,1,0
3,202103,c01042  ,1,40대,충북,N,0.0,20210316,16.0,,898000.0,8,30.0,112250.0,274500.0,5.0,14.0,9500.0,1.0,1.0,614000.0,5.0,15.0,,,,,,,,,,169000.0,3.0,5.0,105500.0,4.0,9.0,9500.0,1.0,1.0,,,,419000.0,5.0,13.0,120000.0,1.0,1.0,75000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3,6.0,03,0301,1,23.333333333333332,80,100,80,86.17738760127533,2,1,0
4,202103,c01091  ,1,30대,충남,N,0.0,20210323,9.0,,1459250.0,8,84.0,182406.25,118000.0,5.0,6.0,55000.0,2.0,2.0,1064000.0,8.0,24.0,207500.0,6.0,44.0,14750.0,2.0,8.0,18000.0,1.0,1.0,100000.0,3.0,3.0,0.0,1.0,2.0,15000.0,1.0,1.0,40000.0,1.0,1.0,704000.0,7.0,21.0,360000.0,2.0,3.0,,,,,,,137300.0,4.0,11.0,40500.0,2.0,3.0,,,,,,,14750.0,1.0,4.0,5,10.0,03,0301,1,21.0,90,100,80,89.62809493114327,2,1,0
5,202103,c01094  ,2,40대,충남,N,0.0,20210323,9.0,,1763400.0,14,108.0,125957.14285714286,429500.0,8.0,27.0,182500.0,6.0,16.0,691000.0,7.0,15.0,437600.0,8.0,42.0,22800.0,4.0,8.0,99000.0,4.0,6.0,293400.0,4.0,15.0,37100.0,2.0,6.0,142500.0,6.0,15.0,40000.0,1.0,1.0,451000.0,6.0,13.0,240000.0,2.0,2.0,,,,,,,280000.0,6.0,10.0,71000.0,5.0,8.0,,,,19800.0,1.0,4.0,,,,5,10.0,04,0301,1,11.307692307692308,90,100,90,93.21697517861574,1,1,0
6,202103,c01142  ,2,40대,경기,N,0.0,20210323,9.0,,1100100.0,9,54.0,122233.33333333333,287000.0,5.0,11.0,118500.0,2.0,9.0,559000.0,5.0,19.0,132600.0,3.0,3.0,3000.0,2.0,12.0,18000.0,1.0,1.0,269000.0,3.0,7.0,0.0,2.0,3.0,118500.0,2.0,9.0,,,,439000.0,4.0,16.0,,,,75000.0,2.0,2.0,45000.0,1.0,1.0,,,,,,,,,,,,,,,,5,7.0,03,0301,1,20.125,90,100,80,89.62809493114327,2,1,0
7,202103,c01173  ,1,40대,서울,N,0.0,20210330,2.0,,1932000.0,15,220.0,128800.0,198000.0,6.0,8.0,229000.0,8.0,17.0,1142000.0,11.0,15.0,363000.0,5.0,172.0,0.0,2.0,8.0,33000.0,2.0,2.0,165000.0,4.0,6.0,,,,229000.0,8.0,17.0,,,,533000.0,8.0,11.0,520000.0,2.0,2.0,44000.0,1.0,1.0,45000.0,1.0,1.0,72000.0,2.0,2.0,50500.0,3.0,5.0,,,,,,,,,,5,9.0,03,0301,1,11.846153846153847,100,100,90,96.54893846056295,1,1,0
8,202103,c01264  ,1,40대,경남,N,1.0,20210316,16.0,,699000.0,7,21.0,99857.14285714286,210000.0,2.0,5.0,10000.0,1.0,1.0,479000.0,5.0,15.0,,,,,,,20000.0,1.0,1.0,190000.0,2.0,4.0,,,,10000.0,1.0,1.0,,,,479000.0,5.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,3,4.0,03,0301,1,28.0,80,100,70,82.42570599617112,2,1,0
9,202103,c01400  ,2,70세이상,서울,N,0.0,20210330,2.0,,3045800.0,22,158.0,138445.45454545456,363000.0,9.0,15.0,220000.0,3.0,20.0,2082000.0,15.0,60.0,371800.0,4.0,47.0,9000.0,5.0,16.0,,,,258000.0,5.0,7.0,105000.0,4.0,8.0,220000.0,3.0,20.0,,,,1799000.0,15.0,56.0,120000.0,1.0,1.0,163000.0,3.0,3.0,,,,144000.0,1.0,8.0,,,,,,,,,,,,,5,7.0,03,0301,1,8.4,100,100,100,99.99999999999997,1,1,0
10,202103,c01661  ,2,30대,서울,N,5.0,20210323,9.0,,746200.0,7,25.0,106600.0,,,,100000.0,2.0,10.0,531000.0,5.0,13.0,115200.0,2.0,2.0,,,,,,,,,,,,,100000.0,2.0,10.0,,,,136000.0,2.0,4.0,,,,395000.0,5.0,9.0,,,,115200.0,2.0,2.0,,,,,,,,,,,,,3,4.0,03,0303,1,28.0,90,100,70,85.72618882313394,2,1,0
11,202103,c01669  ,2,40대,광주,N,6.0,20210321,11.0,,1773200.0,14,89.0,126657.14285714286,475200.0,8.0,15.0,270000.0,9.0,27.0,951000.0,6.0,14.0,77000.0,3.0,32.0,0.0,1.0,1.0,196000.0,5.0,9.0,150000.0,3.0,3.0,70000.0,1.0,1.0,270000.0,9.0,27.0,,,,405000.0,5.0,11.0,546000.0,1.0,3.0,,,,,,,28800.0,1.0,1.0,18500.0,1.0,1.0,,,,,,,,,,5,8.0,02,0201,4,13.25,90,100,90,93.21697517861574,1,1,0
12,202103,c01854  ,2,70세이상,서울,N,1.0,20210316,16.0,,946000.0,7,29.0,135142.85714285713,288500.0,4.0,13.0,72000.0,3.0,3.0,581000.0,6.0,12.0,4500.0,1.0,1.0,,,,55000.0,2.0,3.0,216000.0,1.0,6.0,17500.0,3.0,4.0,32000.0,2.0,2.0,40000.0,1.0,1.0,157000.0,4.0,5.0,240000.0,2.0,2.0,184000.0,3.0,5.0,,,,,,,4500.0,1.0,1.0,,,,,,,,,,4,9.0,03,0301,1,23.333333333333332,80,100,80,86.17738760127533,2,1,0
13,202103,c02050  ,1,50대,대구,N,0.0,20210316,16.0,,674000.0,7,22.0,96285.71428571429,485000.0,7.0,9.0,189000.0,6.0,13.0,,,,,,,,,,13000.0,1.0,1.0,472000.0,7.0,8.0,,,,149000.0,6.0,12.0,40000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0,01,0103,1,23.333333333333332,80,100,70,82.42570599617112,2,1,0
14,202103,c02488  ,2,50대,경기,N,17.0,20210317,15.0,,1014900.0,7,49.0,144985.7142857143,40000.0,2.0,3.0,139000.0,2.0,10.0,525000.0,6.0,15.0,299400.0,5.0,16.0,11500.0,2.0,5.0,40000.0,1.0,2.0,,,,0.0,1.0,1.0,139000.0,2.0,10.0,,,,405000.0,5.0,14.0,120000.0,1.0,1.0,,,,,,,201600.0,3.0,4.0,,,,,,,38000.0,1.0,4.0,11500.0,1.0,3.0,5,8.0,03,0301,1,25.833333333333332,80,100,80,86.17738760127533,2,1,0
15,202103,c02549  ,1,50대,경기,N,16.0,20210316,16.0,,772000.0,7,39.0,110285.71428571429,70000.0,1.0,1.0,335000.0,6.0,23.0,250000.0,6.0,8.0,117000.0,4.0,7.0,,,,,,,,,,70000.0,1.0,1.0,295000.0,6.0,22.0,40000.0,1.0,1.0,215000.0,5.0,7.0,,,,35000.0,1.0,1.0,,,,57600.0,1.0,1.0,44000.0,3.0,4.0,,,,15400.0,2.0,2.0,,,,4,8.0,02,0201,1,23.333333333333332,80,100,70,82.42570599617112,2,1,0
16,202103,c02766  ,1,50대,강원,N,0.0,20210315,17.0,,1012000.0,11,47.0,92000.0,,,,414000.0,7.0,30.0,598000.0,8.0,17.0,,,,,,,,,,,,,,,,414000.0,7.0,30.0,,,,478000.0,7.0,16.0,120000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,2,3.0,03,0301,0,16.1,80,100,80,86.17738760127533,2,1,0
17,202103,c02887  ,1,30대,서울,N,1.0,20210316,16.0,,1110500.0,8,46.0,138812.5,593000.0,6.0,22.0,206000.0,6.0,14.0,293000.0,5.0,9.0,18500.0,1.0,1.0,,,,35000.0,2.0,2.0,558000.0,5.0,16.0,0.0,2.0,4.0,166000.0,5.0,13.0,40000.0,1.0,1.0,248000.0,4.0,8.0,,,,,,,45000.0,1.0,1.0,,,,18500.0,1.0,1.0,,,,,,,,,,4,8.0,01,0103,1,23.333333333333332,80,100,80,86.17738760127533,2,1,0
18,202103,c02951  ,2,30대,경기,N,0.0,20210323,9.0,,773500.0,7,57.0,110500.0,181000.0,5.0,5.0,324000.0,7.0,43.0,264000.0,5.0,8.0,4500.0,1.0,1.0,,,,81000.0,3.0,3.0,100000.0,2.0,2.0,,,,324000.0,7.0,43.0,,,,264000.0,5.0,8.0,,,,,,,,,,,,,4500.0,1.0,1.0,,,,,,,,,,4,5.0,02,0201,1,28.0,90,100,70,85.72618882313394,2,1,0
19,202103,c02969  ,2,50대,경기,N,0.0,20210323,9.0,,974500.0,9,36.0,108277.77777777778,323000.0,7.0,10.0,107000.0,5.0,11.0,108000.0,1.0,2.0,429200.0,7.0,11.0,7300.0,1.0,2.0,87000.0,4.0,4.0,144000.0,2.0,3.0,,,,107000.0,5.0,11.0,,,,33000.0,1.0,1.0,,,,75000.0,1.0,1.0,,,,403200.0,5.0,8.0,26000.0,2.0,3.0,,,,,,,7300.0,1.0,2.0,5,8.0,04,0401,1,21.0,90,100,80,89.62809493114327,2,1,0
20,202103,c03363  ,2,50대,서울,N,0.0,20210330,2.0,,1565600.0,13,123.0,120430.76923076923,501300.0,7.0,23.0,4000.0,1.0,1.0,819000.0,9.0,25.0,214900.0,5.0,20.0,26400.0,4.0,54.0,30000.0,2.0,2.0,396000.0,2.0,15.0,75300.0,4.0,6.0,4000.0,1.0,1.0,,,,616000.0,8.0,20.0,,,,158000.0,1.0,4.0,45000.0,1.0,1.0,,,,34000.0,2.0,2.0,,,,,,,,,,5,8.0,03,0301,1,12.833333333333334,100,100,90,96.54893846056295,1,1,0
21,202103,c03620  ,1,40대,대구,N,2.0,20210323,9.0,,754600.0,7,26.0,107800.0,100000.0,2.0,2.0,95000.0,4.0,8.0,394000.0,6.0,12.0,165600.0,3.0,4.0,,,,,,,100000.0,2.0,2.0,,,,95000.0,4.0,8.0,,,,394000.0,6.0,12.0,,,,,,,,,,165600.0,3.0,4.0,,,,,,,,,,,,,4,4.0,03,0301,1,28.0,90,100,70,85.72618882313394,2,1,0
22,202103,c03650  ,1,40대,대구,N,2.0,20210316,16.0,,1846300.0,15,106.0,123086.66666666667,501500.0,6.0,18.0,117000.0,5.0,9.0,884000.0,11.0,28.0,331200.0,6.0,42.0,12600.0,2.0,9.0,18000.0,1.0,1.0,396000.0,3.0,11.0,87500.0,4.0,6.0,117000.0,5.0,9.0,,,,682000.0,10.0,21.0,,,,202000.0,3.0,7.0,,,,252000.0,4.0,5.0,49500.0,4.0,7.0,,,,,,,3600.0,1.0,1.0,5,9.0,03,0301,1,14.090909090909092,80,100,90,89.62809493114327,2,1,0
23,202103,c03735  ,1,60대,대구,N,3.0,20210322,10.0,,1821500.0,27,121.0,67462.96296296296,180000.0,1.0,1.0,235000.0,5.0,15.0,1025000.0,16.0,38.0,347500.0,10.0,21.0,34000.0,7.0,46.0,,,,180000.0,1.0,1.0,,,,235000.0,5.0,15.0,,,,1025000.0,15.0,36.0,,,,0.0,2.0,2.0,,,,169600.0,4.0,8.0,76500.0,4.0,8.0,,,,30400.0,1.0,3.0,6500.0,1.0,2.0,5,8.0,03,0301,1,7.0,90,100,90,93.21697517861574,1,1,0
24,202103,c03789  ,2,60대,전남,N,9.0,20210323,9.0,,779300.0,7,31.0,111328.57142857143,172800.0,4.0,4.0,123000.0,5.0,9.0,297000.0,5.0,9.0,186500.0,5.0,9.0,,,,20000.0,1.0,1.0,50000.0,1.0,1.0,70000.0,1.0,1.0,123000.0,5.0,9.0,,,,297000.0,5.0,9.0,,,,,,,,,,144000.0,3.0,3.0,42500.0,3.0,6.0,,,,,,,,,,4,7.0,03,0301,1,28.0,90,100,70,85.72618882313394,2,1,0
25,202103,c03930  ,2,40대,대구,N,0.0,20210329,3.0,,859300.0,9,27.0,95477.77777777778,264000.0,4.0,9.0,140000.0,3.0,9.0,422000.0,4.0,6.0,33300.0,2.0,2.0,0.0,1.0,1.0,124000.0,4.0,7.0,,,,140000.0,2.0,2.0,140000.0,3.0,9.0,,,,182000.0,2.0,4.0,240000.0,2.0,2.0,,,,,,,28800.0,1.0,1.0,4500.0,1.0,1.0,,,,,,,,,,5,7.0,03,0101,1,29.0,100,100,80,92.83177667225556,1,1,0
26,202103,c04033  ,2,50대,충북,N,0.0,20210323,9.0,,906800.0,7,34.0,129542.85714285714,288800.0,5.0,9.0,251000.0,5.0,12.0,329000.0,6.0,9.0,38000.0,1.0,3.0,0.0,1.0,1.0,99000.0,1.0,5.0,25000.0,1.0,1.0,140000.0,2.0,2.0,146000.0,3.0,9.0,105000.0,2.0,3.0,149000.0,4.0,5.0,,,,180000.0,3.0,4.0,,,,38000.0,1.0,3.0,,,,,,,,,,,,,5,8.0,03,0301,1,28.0,90,100,80,89.62809493114327,2,1,0
27,202103,c05096  ,2,40대,경기,N,0.0,20210323,9.0,,1288900.0,10,65.0,128890.0,527600.0,8.0,20.0,82000.0,5.0,6.0,409000.0,5.0,14.0,270300.0,8.0,25.0,,,,,,,338000.0,4.0,9.0,0.0,2.0,4.0,82000.0,5.0,6.0,,,,409000.0,5.0,13.0,,,,0.0,1.0,1.0,,,,124200.0,4.0,13.0,53500.0,4.0,5.0,,,,5200.0,1.0,1.0,,,,4,8.0,01,0301,1,24.0,90,100,80,89.62809493114327,2,1,0
28,202103,c05708  ,2,60대,대구,N,2.0,20210323,9.0,,761500.0,7,27.0,108785.71428571429,608000.0,7.0,15.0,153500.0,4.0,12.0,,,,,,,,,,108000.0,4.0,6.0,360000.0,6.0,7.0,140000.0,2.0,2.0,153500.0,4.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4.0,01,0103,1,28.0,90,100,70,85.72618882313394,2,1,0
29,202103,c05961  ,2,50대,광주,N,1.0,20210323,9.0,,785200.0,7,48.0,112171.42857142857,264000.0,7.0,16.0,155000.0,4.0,18.0,290000.0,5.0,8.0,76200.0,4.0,6.0,,,,123000.0,5.0,7.0,132000.0,4.0,8.0,9000.0,1.0,1.0,155000.0,4.0,18.0,,,,215000.0,4.0,7.0,,,,75000.0,1.0,1.0,,,,36000.0,1.0,1.0,15000.0,1.0,2.0,,,,25200.0,2.0,3.0,,,,4,9.0,01,0101,1,28.0,90,100,70,85.72618882313394,2,1,0
30,202103,c06615  ,1,70세이상,서울,N,1.0,20210323,9.0,,941500.0,7,41.0,134500.0,147500.0,2.0,5.0,40500.0,3.0,3.0,574000.0,6.0,18.0,179500.0,2.0,15.0,,,,,,,60000.0,1.0,3.0,87500.0,2.0,2.0,40500.0,3.0,3.0,,,,574000.0,6.0,18.0,,,,,,,,,,72000.0,1.0,4.0,107500.0,1.0,11.0,,,,,,,,,,4,6.0,03,0301,1,28.0,90,100,80,89.62809493114327,2,1,0
31,202103,c06724  ,2,60대,경기,N,4.0,20210316,16.0,,899000.0,7,41.0,128428.57142857143,86000.0,1.0,4.0,234000.0,3.0,20.0,579000.0,6.0,17.0,,,,,,,,,,86000.0,1.0,2.0,0.0,1.0,2.0,234000.0,3.0,20.0,,,,504000.0,6.0,16.0,,,,75000.0,1.0,1.0,,,,,,,,,,,,,,,,,,,3,5.0,03,0301,1,23.333333333333332,80,100,80,86.17738760127533,2,1,0
32,202103,c06781  ,2,30대,경기,N,0.0,20210323,9.0,,772600.0,7,28.0,110371.42857142857,,,,72000.0,3.0,5.0,670000.0,7.0,20.0,30600.0,3.0,3.0,,,,,,,,,,,,,72000.0,3.0,5.0,,,,670000.0,7.0,20.0,,,,,,,,,,,,,,,,,,,30600.0,3.0,3.0,,,,3,3.0,03,0301,1,28.0,90,100,70,85.72618882313394,2,1,0
33,202103,c06865  ,2,70세이상,경기,N,3.0,20210330,2.0,,831600.0,7,63.0,118800.0,183000.0,3.0,6.0,548500.0,6.0,35.0,,,,100100.0,3.0,22.0,,,,58000.0,1.0,3.0,125000.0,2.0,3.0,,,,428500.0,5.0,32.0,120000.0,3.0,3.0,,,,,,,,,,,,,42300.0,2.0,16.0,37000.0,1.0,2.0,,,,20800.0,3.0,4.0,,,,3,7.0,02,0201,1,28.0,100,100,70,88.79040017426004,2,1,0
34,202103,c06892  ,2,60대,전남,N,0.0,20210330,2.0,,906800.0,7,46.0,129542.85714285714,228500.0,5.0,8.0,37500.0,2.0,5.0,494000.0,7.0,10.0,146800.0,3.0,22.0,0.0,1.0,1.0,25000.0,1.0,1.0,150000.0,2.0,2.0,53500.0,2.0,5.0,37500.0,2.0,5.0,,,,254000.0,5.0,7.0,240000.0,2.0,2.0,0.0,1.0,1.0,,,,,,,85000.0,2.0,12.0,,,,61800.0,2.0,10.0,,,,5,9.0,03,0301,1,28.0,100,100,80,92.83177667225556,1,1,0
35,202103,c06953  ,1,40대,대구,N,5.0,20210309,23.0,,1011200.0,7,22.0,144457.14285714287,169600.0,3.0,3.0,14000.0,2.0,2.0,770000.0,5.0,14.0,57600.0,2.0,2.0,0.0,1.0,1.0,,,,,,,140000.0,2.0,2.0,14000.0,2.0,2.0,,,,382000.0,4.0,10.0,260000.0,1.0,1.0,128000.0,2.0,3.0,,,,57600.0,2.0,2.0,,,,,,,,,,,,,5,6.0,03,0301,1,23.333333333333332,70,100,80,82.42570599617112,2,1,0
36,202103,c07479  ,2,60대,충북,N,3.0,20210305,27.0,,1368500.0,11,31.0,124409.09090909091,31000.0,2.0,2.0,134000.0,5.0,9.0,1199000.0,10.0,15.0,4500.0,1.0,5.0,,,,31000.0,2.0,2.0,,,,,,,134000.0,5.0,9.0,,,,194000.0,3.0,6.0,960000.0,7.0,8.0,,,,45000.0,1.0,1.0,4500.0,1.0,5.0,,,,,,,,,,,,,4,6.0,03,0302,1,15.11111111111111,70,100,80,82.42570599617112,2,1,0
37,202103,c07848  ,1,40대,인천,N,4.0,20210330,2.0,,974500.0,8,36.0,121812.5,435500.0,4.0,17.0,130000.0,6.0,10.0,409000.0,5.0,9.0,,,,,,,78000.0,3.0,4.0,331000.0,3.0,9.0,26500.0,3.0,4.0,90000.0,6.0,9.0,40000.0,1.0,1.0,409000.0,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,3,6.0,02,0201,1,24.0,100,100,80,92.83177667225556,1,1,0
38,202103,c08005  ,1,50대,서울,N,0.0,20210330,2.0,,811600.0,7,31.0,115942.85714285714,29600.0,1.0,1.0,71000.0,3.0,6.0,697000.0,7.0,17.0,5000.0,1.0,1.0,9000.0,1.0,6.0,,,,,,,,,,71000.0,3.0,6.0,,,,337000.0,5.0,9.0,,,,,,,360000.0,7.0,8.0,,,,5000.0,1.0,1.0,,,,,,,,,,5,4.0,03,0304,1,28.0,100,100,70,88.79040017426004,2,1,0
39,202103,c08618  ,1,50대,대구,Y,0.0,20210323,9.0,,748600.0,7,38.0,106942.85714285714,76600.0,3.0,5.0,225000.0,5.0,19.0,367000.0,6.0,11.0,80000.0,2.0,3.0,,,,,,,,,,27000.0,2.0,3.0,225000.0,5.0,19.0,,,,367000.0,6.0,11.0,,,,,,,,,,36000.0,1.0,1.0,17000.0,1.0,1.0,,,,,,,,,,4,5.0,03,0301,1,28.0,90,100,70,85.72618882313394,2,1,0
40,202103,c08732  ,2,60대,서울,N,12.0,20210322,10.0,,2087000.0,17,129.0,122764.70588235294,275000.0,3.0,11.0,160000.0,1.0,10.0,1349000.0,10.0,42.0,243000.0,2.0,9.0,60000.0,3.0,57.0,,,,240000.0,2.0,8.0,35000.0,2.0,3.0,160000.0,1.0,10.0,,,,1274000.0,9.0,41.0,,,,75000.0,1.0,1.0,,,,144000.0,1.0,8.0,,,,99000.0,1.0,1.0,,,,,,,5,7.0,03,0301,1,11.133333333333333,90,100,100,96.54893846056295,1,1,0
41,202103,c08803  ,2,60대,경기,N,13.0,20210323,9.0,,816800.0,8,60.0,102100.0,79000.0,3.0,4.0,280000.0,6.0,28.0,290000.0,4.0,10.0,167800.0,4.0,18.0,,,,70000.0,2.0,3.0,,,,9000.0,1.0,1.0,240000.0,6.0,27.0,40000.0,1.0,1.0,290000.0,4.0,10.0,,,,,,,,,,37800.0,2.0,11.0,43000.0,2.0,4.0,,,,,,,,,,4,7.0,02,0201,1,24.0,90,100,70,85.72618882313394,2,1,0
42,202103,c08887  ,2,40대,충남,N,13.0,20210323,9.0,,776000.0,7,28.0,110857.14285714286,46000.0,3.0,3.0,19000.0,2.0,2.0,711000.0,7.0,23.0,,,,,,,46000.0,3.0,3.0,,,,,,,19000.0,2.0,2.0,,,,711000.0,7.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,03,0301,1,28.0,90,100,70,85.72618882313394,2,1,0
43,202103,c08930  ,1,50대,강원,N,0.0,20210316,16.0,,872100.0,7,44.0,124585.71428571429,468600.0,7.0,13.0,227000.0,7.0,17.0,95000.0,2.0,3.0,81500.0,4.0,11.0,,,,114000.0,6.0,7.0,325000.0,4.0,5.0,,,,227000.0,7.0,17.0,,,,95000.0,2.0,3.0,,,,,,,,,,4500.0,1.0,5.0,77000.0,4.0,6.0,,,,,,,,,,4,6.0,01,0201,1,24.5,80,100,80,86.17738760127533,2,1,0
44,202103,c08963  ,1,60대,서울,N,0.0,20210323,9.0,,894000.0,8,25.0,111750.0,90000.0,3.0,3.0,,,,804000.0,8.0,20.0,,,,0.0,2.0,2.0,40000.0,2.0,2.0,50000.0,1.0,1.0,,,,,,,,,,804000.0,8.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,3,3.0,03,0301,1,24.0,90,100,80,89.62809493114327,2,1,0
45,202103,c09008  ,2,40대,대구,N,0.0,20210319,13.0,,778800.0,7,47.0,111257.14285714286,105000.0,2.0,3.0,49500.0,3.0,4.0,305000.0,5.0,6.0,317300.0,5.0,32.0,2000.0,2.0,2.0,,,,105000.0,2.0,3.0,,,,49500.0,3.0,4.0,,,,29000.0,1.0,1.0,,,,276000.0,5.0,5.0,,,,164900.0,3.0,11.0,104000.0,5.0,14.0,,,,35800.0,3.0,5.0,,,,5,7.0,04,0303,1,23.833333333333332,90,100,70,85.72618882313394,2,1,0
46,202103,c09226  ,1,30대,경기,N,13.0,20210317,15.0,,1155400.0,7,62.0,165057.14285714287,325000.0,4.0,10.0,227000.0,4.0,15.0,453000.0,4.0,18.0,135100.0,4.0,11.0,15300.0,2.0,7.0,35000.0,2.0,2.0,290000.0,3.0,6.0,0.0,1.0,2.0,227000.0,4.0,15.0,,,,453000.0,4.0,17.0,,,,0.0,1.0,1.0,,,,36000.0,1.0,1.0,24500.0,2.0,2.0,,,,38000.0,1.0,4.0,15300.0,2.0,4.0,5,10.0,03,0301,3,24.666666666666668,80,100,80,86.17738760127533,2,1,0
47,202103,c09269  ,2,40대,경기,N,0.0,20210323,9.0,,1381800.0,10,74.0,138180.0,357500.0,6.0,11.0,140000.0,3.0,7.0,571000.0,5.0,18.0,313300.0,4.0,34.0,0.0,3.0,4.0,,,,200000.0,5.0,6.0,157500.0,3.0,5.0,35000.0,2.0,4.0,105000.0,2.0,3.0,461000.0,4.0,15.0,,,,110000.0,3.0,3.0,,,,114500.0,2.0,12.0,,,,,,,45800.0,2.0,6.0,,,,5,8.0,01,0103,1,18.666666666666668,90,100,80,89.62809493114327,2,1,0
48,202103,c09623  ,2,50대,서울,N,3.0,20210316,16.0,,778900.0,7,37.0,111271.42857142857,384600.0,6.0,12.0,194500.0,5.0,14.0,29000.0,1.0,1.0,170800.0,6.0,10.0,,,,185000.0,4.0,8.0,100000.0,1.0,2.0,70000.0,1.0,1.0,194500.0,5.0,14.0,,,,29000.0,1.0,1.0,,,,,,,,,,100800.0,3.0,3.0,70000.0,6.0,7.0,,,,,,,,,,4,7.0,01,0405,4,27.5,80,100,70,82.42570599617112,2,1,1
49,202103,c09771  ,2,50대,경기,N,0.0,20210330,2.0,,1513000.0,10,42.0,151300.0,91000.0,1.0,3.0,63000.0,4.0,7.0,1359000.0,10.0,30.0,,,,0.0,1.0,2.0,41000.0,1.0,2.0,50000.0,1.0,1.0,,,,23000.0,4.0,6.0,40000.0,1.0,1.0,942000.0,7.0,20.0,,,,417000.0,5.0,10.0,,,,,,,,,,,,,,,,,,,4,6.0,03,0301,1,21.875,100,100,80,92.83177667225556,1,1,0
50,202103,c09772  ,2,40대,서울,N,0.0,20210330,2.0,,1452700.0,16,142.0,90793.75,87400.0,2.0,6.0,125000.0,4.0,11.0,584000.0,6.0,21.0,593900.0,12.0,44.0,62400.0,4.0,60.0,13000.0,1.0,1.0,,,,0.0,1.0,2.0,100000.0,4.0,10.0,25000.0,1.0,1.0,439000.0,5.0,17.0,,,,145000.0,2.0,4.0,,,,280100.0,6.0,17.0,154500.0,6.0,13.0,,,,29100.0,1.0,3.0,28400.0,1.0,8.0,5,10.0,04,0401,1,13.461538461538462,100,100,80,92.83177667225556,1,1,0
